A1	Codigouf	Codigomunicipio	Nome	A140	A141	A142	A143	A144	A145	A146	A147	A148	A149	A150
3135100	31	35100	JANAUBA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3135209	31	35209	JANUARIA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
3135308	31	35308	JAPARAIBA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3135357	31	35357	JAPONVAR	Não	Não	Não	-	-	Não	-	-	-	-	Não
3135407	31	35407	JECEABA	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
3135456	31	35456	JENIPAPO DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3135506	31	35506	JEQUERI	Não	Não	Não	-	-	Não	-	-	-	-	Não
3135605	31	35605	JEQUITAI	Não	Não	Não	-	-	Não	-	-	-	-	Não
3135704	31	35704	JEQUITIBA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3135803	31	35803	JEQUITINHONHA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3135902	31	35902	JESUANIA	Não	Não	Não	-	-	Sim	Sim	Não	Sim	Não	Não
3136009	31	36009	JOAIMA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3136108	31	36108	JOANESIA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3136207	31	36207	JOAO MONLEVADE	Sim	Sim	Sim	Definição de diagnóstico e metodologia	Não possui Fórum	Não	-	-	-	-	Não
3136306	31	36306	JOAO PINHEIRO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3136405	31	36405	JOAQUIM FELICIO	Sim	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3136504	31	36504	JORDANIA	Sim	Sim	Não	-	-	Sim	Não	-	-	-	Não
3136520	31	36520	JOSE GONCALVES DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3136553	31	36553	JOSE RAYDAN	Não	Não	Não	-	-	Não	-	-	-	-	Não
3136579	31	36579	JOSENOPOLIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3136603	31	36603	NOVA UNIAO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3136652	31	36652	JUATUBA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
3136702	31	36702	JUIZ DE FORA	Sim	Sim	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Não	Sim	Sim	Sim	Sim	Sim	Não
3136801	31	36801	JURAMENTO	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Não	Sim
3136900	31	36900	JURUAIA	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
3136959	31	36959	JUVENILIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3137007	31	37007	LADAINHA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3137106	31	37106	LAGAMAR	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3137205	31	37205	LAGOA DA PRATA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3137304	31	37304	LAGOA DOS PATOS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3137403	31	37403	LAGOA DOURADA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3137502	31	37502	LAGOA FORMOSA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3137536	31	37536	LAGOA GRANDE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3137601	31	37601	LAGOA SANTA	Sim	Sim	Não	-	-	Não	-	-	-	-	Não
3137700	31	37700	LAJINHA	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Sim
3137809	31	37809	LAMBARI	Não	Não	Não	-	-	Não	-	-	-	-	Não
3137908	31	37908	LAMIM	Não	Não	Não	-	-	Não	-	-	-	-	Não
3138005	31	38005	LARANJAL	Não	Não	Não	-	-	Não	-	-	-	-	Não
3138104	31	38104	LASSANCE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3138203	31	38203	LAVRAS	Sim	Sim	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3138302	31	38302	LEANDRO FERREIRA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3138351	31	38351	LEME DO PRADO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3138401	31	38401	LEOPOLDINA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3138500	31	38500	LIBERDADE	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3138609	31	38609	LIMA DUARTE	Não	Não sabe informar	Não	-	-	Sim	Não	-	-	-	Não
3138625	31	38625	LIMEIRA DO OESTE	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3138658	31	38658	LONTRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3138674	31	38674	LUISBURGO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3138682	31	38682	LUISLANDIA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3138708	31	38708	LUMINARIAS	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Sim
3138807	31	38807	LUZ	Não	Não	Não	-	-	Não	-	-	-	-	Não
3138906	31	38906	MACHACALIS	Não	Não sabe informar	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não possui Fórum	Não	-	-	-	-	Sim
3139003	31	39003	MACHADO	Sim	Sim	Não	-	-	Não	-	-	-	-	Não
3139102	31	39102	MADRE DE DEUS DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3139201	31	39201	MALACACHETA	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Sim
3139250	31	39250	MAMONAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3139300	31	39300	MANGA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3139409	31	39409	MANHUACU	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3139508	31	39508	MANHUMIRIM	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3139607	31	39607	MANTENA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3139706	31	39706	MARAVILHAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3139805	31	39805	MAR DE ESPANHA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3139904	31	39904	MARIA DA FE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3140001	31	40001	MARIANA	Sim	Sim	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
3140100	31	40100	MARILAC	Sim	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Não	-	-	-	Não
3140159	31	40159	MARIO CAMPOS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3140209	31	40209	MARIPA DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3140308	31	40308	MARLIERIA	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
3140407	31	40407	MARMELOPOLIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3140506	31	40506	MARTINHO CAMPOS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3140530	31	40530	MARTINS SOARES	Não	Não	Não	-	-	Não	-	-	-	-	Não
3140555	31	40555	MATA VERDE	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3140605	31	40605	MATERLANDIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3140704	31	40704	MATEUS LEME	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3140803	31	40803	MATIAS BARBOSA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3140852	31	40852	MATIAS CARDOSO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Não	Não
3140902	31	40902	MATIPO	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
3141009	31	41009	MATO VERDE	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3141108	31	41108	MATOZINHOS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3141207	31	41207	MATUTINA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3141306	31	41306	MEDEIROS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3141405	31	41405	MEDINA	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
3141504	31	41504	MENDES PIMENTEL	Não	Não	Não	-	-	Não	-	-	-	-	Não
3141603	31	41603	MERCES	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Não	-	-	-	-	Sim
3141702	31	41702	MESQUITA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3141801	31	41801	MINAS NOVAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3141900	31	41900	MINDURI	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3142007	31	42007	MIRABELA	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não possui Fórum	Não	-	-	-	-	Sim
3142106	31	42106	MIRADOURO	Sim	Sim	Não	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
3142205	31	42205	MIRAI	Sim	Sim	Não	-	-	Sim	Não	-	-	-	Não
3142254	31	42254	MIRAVANIA	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
3142304	31	42304	MOEDA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3142403	31	42403	MOEMA	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Não	Não
3142502	31	42502	MONJOLOS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3142601	31	42601	MONSENHOR PAULO	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3142700	31	42700	MONTALVANIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3142809	31	42809	MONTE ALEGRE DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3142908	31	42908	MONTE AZUL	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3143005	31	43005	MONTE BELO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3143104	31	43104	MONTE CARMELO	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3143153	31	43153	MONTE FORMOSO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3143203	31	43203	MONTE SANTO DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3143302	31	43302	MONTES CLAROS	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3143401	31	43401	MONTE SIAO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3143450	31	43450	MONTEZUMA	Não	Sim	Não	-	-	Sim	Não	-	-	-	Não
3143500	31	43500	MORADA NOVA DE MINAS	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
3143609	31	43609	MORRO DA GARCA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3143708	31	43708	MORRO DO PILAR	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3143807	31	43807	MUNHOZ	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3143906	31	43906	MURIAE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3144003	31	44003	MUTUM	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
3144102	31	44102	MUZAMBINHO	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Sim	Sim	Não	Não	Sim
3144201	31	44201	NACIP RAYDAN	Sim	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
3144300	31	44300	NANUQUE	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3144359	31	44359	NAQUE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3144375	31	44375	NATALANDIA	Sim	Sim	Não	-	-	Não	-	-	-	-	Não
3144409	31	44409	NATERCIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3144508	31	44508	NAZARENO	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3144607	31	44607	NEPOMUCENO	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
3144656	31	44656	NINHEIRA	Não	Sim	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3144672	31	44672	NOVA BELEM	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3144706	31	44706	NOVA ERA	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Não	Não	-	-	-	-	Não
3144805	31	44805	NOVA LIMA	Sim	Sim	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3144904	31	44904	NOVA MODICA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3145000	31	45000	NOVA PONTE	Sim	Sim	Não	-	-	Não	-	-	-	-	Não
3145059	31	45059	NOVA PORTEIRINHA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3145109	31	45109	NOVA RESENDE	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Sim
3145208	31	45208	NOVA SERRANA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3145307	31	45307	NOVO CRUZEIRO	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Sim
3145356	31	45356	NOVO ORIENTE DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3145372	31	45372	NOVORIZONTE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3145406	31	45406	OLARIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3145455	31	45455	OLHOS-D'AGUA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3145505	31	45505	OLIMPIO NORONHA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3145604	31	45604	OLIVEIRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3145703	31	45703	OLIVEIRA FORTES	Sim	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3145802	31	45802	ONCA DE PITANGUI	Não	Não	Não	-	-	Não	-	-	-	-	Não
3145851	31	45851	ORATORIOS	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3145877	31	45877	ORIZANIA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3145901	31	45901	OURO BRANCO	Sim	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Não	-	-	-	-	Sim
3146008	31	46008	OURO FINO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3146107	31	46107	OURO PRETO	Não	Não sabe informar	Sim	Sensibilização/mobilização	Sim	Não	-	-	-	-	Sim
3146206	31	46206	OURO VERDE DE MINAS	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Sim
3146255	31	46255	PADRE CARVALHO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3146305	31	46305	PADRE PARAISO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3146404	31	46404	PAINEIRAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3146503	31	46503	PAINS	Sim	Não	Sim	Definição de diagnóstico e metodologia	Não	Sim	Não	-	-	-	Sim
3146552	31	46552	PAI PEDRO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3146602	31	46602	PAIVA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3146701	31	46701	PALMA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3146750	31	46750	PALMOPOLIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3146909	31	46909	PAPAGAIOS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3147006	31	47006	PARACATU	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3147105	31	47105	PARA DE MINAS	Sim	Sim	Não	-	-	Não	-	-	-	-	Não
3147204	31	47204	PARAGUACU	Sim	Sim	Não	-	-	Não	-	-	-	-	Sim
3147303	31	47303	PARAISOPOLIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3147402	31	47402	PARAOPEBA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3147501	31	47501	PASSABEM	Não	Não	Não	-	-	Não	-	-	-	-	Não
3147600	31	47600	PASSA QUATRO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3147709	31	47709	PASSA TEMPO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3147808	31	47808	PASSA-VINTE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3147907	31	47907	PASSOS	Sim	Sim	Não	-	-	Não	-	-	-	-	Não
3147956	31	47956	PATIS	Não	Não	Não	-	-	Sim	Não	-	-	-	Sim
3148004	31	48004	PATOS DE MINAS	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
3148103	31	48103	PATROCINIO	Sim	Sim	Não	-	-	Sim	Sim	Não	Não	Sim	Não
3148202	31	48202	PATROCINIO DO MURIAE	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3148301	31	48301	PAULA CANDIDO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3148400	31	48400	PAULISTAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3148509	31	48509	PAVAO	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3148608	31	48608	PECANHA	Não	Não sabe informar	Sim	Definição de diagnóstico e metodologia	Não	Não	-	-	-	-	Não
3148707	31	48707	PEDRA AZUL	Não	Não	Sim	Implementação de ações da Agenda 21 em políticas públicas	Sim	Sim	Não	-	-	-	Não
3148756	31	48756	PEDRA BONITA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3148806	31	48806	PEDRA DO ANTA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3148905	31	48905	PEDRA DO INDAIA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3149002	31	49002	PEDRA DOURADA	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
3149101	31	49101	PEDRALVA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3149150	31	49150	PEDRAS DE MARIA DA CRUZ	Não	Não	Não	-	-	Não	-	-	-	-	Desconhece o que seja Cadastro Ambiental Rural
3149200	31	49200	PEDRINOPOLIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3149309	31	49309	PEDRO LEOPOLDO	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Não	-	-	-	Sim
3149408	31	49408	PEDRO TEIXEIRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3149507	31	49507	PEQUERI	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3149606	31	49606	PEQUI	Não	Não	Não	-	-	Não	-	-	-	-	Não
3149705	31	49705	PERDIGAO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3149804	31	49804	PERDIZES	Não	Não	Não	-	-	Não	-	-	-	-	Não
3149903	31	49903	PERDOES	Não	Não	Não	-	-	Não	-	-	-	-	Não
3149952	31	49952	PERIQUITO	Não	Não sabe informar	Não	-	-	Sim	Sim	Sim	Não	Não	Não
3150000	31	50000	PESCADOR	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Não	Sim	Não	Não
3150109	31	50109	PIAU	Não	Não	Não	-	-	Não	-	-	-	-	Não
3150158	31	50158	PIEDADE DE CARATINGA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3150208	31	50208	PIEDADE DE PONTE NOVA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3150307	31	50307	PIEDADE DO RIO GRANDE	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Sim	Sim	Não	Não	Sim	Sim
3150406	31	50406	PIEDADE DOS GERAIS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3150505	31	50505	PIMENTA	Sim	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3150539	31	50539	PINGO-D'AGUA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3150570	31	50570	PINTOPOLIS	Não	Não	Não	-	-	Sim	Sim	Sim	Não	Não	Não
3150604	31	50604	PIRACEMA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3150703	31	50703	PIRAJUBA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3150802	31	50802	PIRANGA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3150901	31	50901	PIRANGUCU	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3151008	31	51008	PIRANGUINHO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3151107	31	51107	PIRAPETINGA	Não	Não	Sim	Sensibilização/mobilização	Não	Não	-	-	-	-	Não
3151206	31	51206	PIRAPORA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3151305	31	51305	PIRAUBA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3151404	31	51404	PITANGUI	Não	Não	Não	-	-	Não	-	-	-	-	Não
3151503	31	51503	PIUMHI	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3151602	31	51602	PLANURA	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
3151701	31	51701	POCO FUNDO	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3151800	31	51800	POCOS DE CALDAS	Sim	Sim	Não	-	-	Não	-	-	-	-	Sim
3151909	31	51909	POCRANE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3152006	31	52006	POMPEU	Sim	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3152105	31	52105	PONTE NOVA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3152131	31	52131	PONTO CHIQUE	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3152170	31	52170	PONTO DOS VOLANTES	Não	Não	Não	-	-	Sim	Não	-	-	-	Não
3152204	31	52204	PORTEIRINHA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3152303	31	52303	PORTO FIRME	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3152402	31	52402	POTE	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3152501	31	52501	POUSO ALEGRE	Sim	Sim	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Sim
3152600	31	52600	POUSO ALTO	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3152709	31	52709	PRADOS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3152808	31	52808	PRATA	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Sim
3152907	31	52907	PRATAPOLIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3153004	31	53004	PRATINHA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3153103	31	53103	PRESIDENTE BERNARDES	Não	Não	Não	-	-	Não	-	-	-	-	Não
3153202	31	53202	PRESIDENTE JUSCELINO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3153301	31	53301	PRESIDENTE KUBITSCHEK	Não	Não	Não	-	-	Não	-	-	-	-	Não
3153400	31	53400	PRESIDENTE OLEGARIO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3153509	31	53509	ALTO JEQUITIBA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3153608	31	53608	PRUDENTE DE MORAIS	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3153707	31	53707	QUARTEL GERAL	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3153806	31	53806	QUELUZITO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3153905	31	53905	RAPOSOS	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3154002	31	54002	RAUL SOARES	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
3154101	31	54101	RECREIO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3154150	31	54150	REDUTO	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3154200	31	54200	RESENDE COSTA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3154309	31	54309	RESPLENDOR	Não	Não	Não	-	-	Não	-	-	-	-	Não
3154408	31	54408	RESSAQUINHA	Sim	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3154457	31	54457	RIACHINHO	Não	Não sabe informar	Não	-	-	Não	-	-	-	-	Não
3154507	31	54507	RIACHO DOS MACHADOS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3154606	31	54606	RIBEIRAO DAS NEVES	Sim	Não	Sim	Elaboração do Plano de Desenvolvimento Sustentável	Sim	Não	-	-	-	-	Não
3154705	31	54705	RIBEIRAO VERMELHO	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Sim
3154804	31	54804	RIO ACIMA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3154903	31	54903	RIO CASCA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3155009	31	55009	RIO DOCE	Sim	Não	Não	-	-	Não	-	-	-	-	Sim
3155108	31	55108	RIO DO PRADO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3155207	31	55207	RIO ESPERA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3155306	31	55306	RIO MANSO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3155405	31	55405	RIO NOVO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3155504	31	55504	RIO PARANAIBA	Não	Não	Não	-	-	Sim	Sim	Sim	Sim	Sim	Não
3155603	31	55603	RIO PARDO DE MINAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3155702	31	55702	RIO PIRACICABA	Sim	Não	Não	-	-	Não	-	-	-	-	Não
3155801	31	55801	RIO POMBA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3155900	31	55900	RIO PRETO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3156007	31	56007	RIO VERMELHO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3156106	31	56106	RITAPOLIS	Não	Não	Sim	Sensibilização/mobilização	Não possui Fórum	Sim	Não	-	-	-	Sim
3156205	31	56205	ROCHEDO DE MINAS	Não	Não sabe informar	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Sim
3156304	31	56304	RODEIRO	Não	Não	Não	-	-	Não	-	-	-	-	Não
3156403	31	56403	ROMARIA	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
3156452	31	56452	ROSARIO DA LIMEIRA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3156502	31	56502	RUBELITA	Não	Não	Não	-	-	Não	-	-	-	-	Sim
3156601	31	56601	RUBIM	Não	Não	Não	-	-	Não	-	-	-	-	Não
3156700	31	56700	SABARA	Não	Não sabe informar	Sim	Sensibilização/mobilização	Não	Sim	Sim	Sim	Sim	Sim	Não
3156809	31	56809	SABINOPOLIS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3156908	31	56908	SACRAMENTO	Sim	Sim	Sim	Sensibilização/mobilização	Não	Sim	Não	-	-	-	Sim
3157005	31	57005	SALINAS	Não	Não	Não	-	-	Não	-	-	-	-	Não
3157104	31	57104	SALTO DA DIVISA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3157203	31	57203	SANTA BARBARA	Não	Não	Não	-	-	Não	-	-	-	-	Não
3157252	31	57252	SANTA BARBARA DO LESTE	Não	Não	Não	-	-	Sim	Sim	Não	Não	Sim	Não
3157278	31	57278	SANTA BARBARA DO MONTE VERDE	Não	Não	Não	-	-	Não	-	-	-	-	Não
3157302	31	57302	SANTA BARBARA DO TUGURIO	Não	Não	Desconhece o que seja Agenda NãoSim Local	-	-	Não	-	-	-	-	Não
